,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,merchant_rating_count,merchant_rating,merchant_has_profile_picture,product_url,limited_quantity,discount,no_urgency,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,origin_m,origin_other,origin_s,origin_xs,origin_CN,origin_US,origin_VE,origin_other,origin_m,origin_other,origin_s,origin_xs
512,3.86,6,50,0,4.0,6,0,0,0,0,"Mini,Plus Size,halter dress,women dresses,plus size dress,Dress,casual dresses,V-neck,Mini dress,beach dress,Fashion,Summer,printed,sleeveless,Star,Casual,Clothes,Ladies Fashion,summer dress,Party Dress,Women's Fashion,Cotton Dress,Sleeveless dress,Ladies,party,Cotton,Beach,loose dress",xs,4,Livraison standard,1,0,20,50,4098,3.8609077598828696,0,https://www.wish.com/c/5ec899f21043f127b20955af,0,0,1,3.0,0.0,3.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1
513,9.0,8,5000,0,4.03,827,0,0,0,0,"Shorts,Fashion,workoutampyoga,pants,slim,Short pants,Outfits,yogaromper,Women's Fashion,Set,runningjumpsuit,cropped top,Casual,jumpsuit",s,50,Livraison standard,3,0,42,50,124563,4.193588786397245,0,https://www.wish.com/c/5ad714f9c4791873311ac156,0,0,1,445.0,159.0,103.0,45.0,75.0,0,0,1,0,1,0,0,0,0,0,1,0
514,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,127.0,65.0,69.0,40.0,91.0,0,1,0,0,0,0,0,1,0,1,0,0
515,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,189.0,89.0,74.0,41.0,69.0,0,1,0,0,0,0,0,1,0,1,0,0
516,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,4487.0,1955.0,1532.0,658.0,705.0,0,1,0,0,1,0,0,0,0,1,0,0
517,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1141.0,329.0,212.0,88.0,140.0,0,1,0,0,0,0,0,1,0,1,0,0
518,11.0,168,10,0,3.33,3,0,0,0,0,"Summer,Shorts,Sleeve,cool,Men,outdoorsuit,short sleeves,Outfits,Round neck,jogging,Suits,Sport,Casual,Clothes",s,3,Livraison standard,3,0,33,50,47,3.914893617021277,0,https://www.wish.com/c/5e9dad8cbc19c300417e1733,0,0,1,0.0,2.0,0.0,1.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0
519,11.0,168,10,0,3.33,3,0,0,0,0,"Summer,Shorts,Sleeve,cool,Men,outdoorsuit,short sleeves,Outfits,Round neck,jogging,Suits,Sport,Casual,Clothes",s,3,Livraison standard,3,0,33,50,47,3.914893617021277,0,https://www.wish.com/c/5e9dad8cbc19c300417e1733,1,0,0,0.0,2.0,0.0,1.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0
520,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,0.0,0.0,1.0,0.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0
521,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,5.0,1.0,0.0,0.0,2.0,0,1,0,0,0,0,0,1,0,1,0,0
522,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,8.0,8.0,4.0,1.0,6.0,0,1,0,0,1,0,0,0,0,1,0,0
523,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,5.0,3.0,1.0,0.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
524,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,38.0,6.0,8.0,2.0,7.0,0,1,0,0,0,0,0,1,0,1,0,0
525,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,127.0,47.0,58.0,20.0,30.0,0,1,0,0,0,0,0,1,0,1,0,0
526,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,28.0,13.0,5.0,2.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
527,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,27.0,15.0,6.0,7.0,12.0,0,1,0,0,0,0,0,1,0,1,0,0
528,7.0,9,10000,1,4.47,1838,1,0,1,0,"Shorts,Cotton,Waist,Sports & Outdoors,Pleated,yogashort,women shorts,Fashion,Elastic,sexy,Sport,high waist",s,50,Livraison standard,2,0,43,50,8727,4.161796722814255,0,https://www.wish.com/c/5adf04b7f3bcca2a870d2104,1,0,0,1253.0,351.0,139.0,42.0,53.0,0,0,1,0,1,0,0,0,0,0,1,0
529,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,239.0,71.0,85.0,56.0,115.0,0,1,0,0,0,0,0,1,0,1,0,0
530,8.0,21,100,0,4.06,36,1,0,1,0,"Summer,Vest,Spaghetti Strap,Tank,Fashion,Spaghetti,Tops,slim,Women's Fashion,Slim Fit,Plus Size,sexy,Print,sleeveless,Women,Beach,Casual,Women Fashion,Cotton",m,50,Livraison standard,2,0,48,50,5781,4.274865940148763,0,https://www.wish.com/c/5d5a4895a5d03a4088690b06,0,0,1,20.0,6.0,5.0,2.0,3.0,1,0,0,0,1,0,0,0,1,0,0,0
531,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,28.0,4.0,9.0,0.0,4.0,0,1,0,0,0,0,0,1,0,1,0,0
532,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,1.0,4.0,2.0,0.0,5.0,0,1,0,0,0,0,0,1,0,1,0,0
533,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1813.0,1162.0,1071.0,609.0,1030.0,0,1,0,0,0,0,0,1,0,1,0,0
534,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,47.0,21.0,20.0,15.0,17.0,0,1,0,0,0,0,0,1,0,1,0,0
535,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,181.0,83.0,77.0,58.0,111.0,0,1,0,0,1,0,0,0,0,1,0,0
536,12.0,81,20000,0,4.08,1799,0,0,0,0,"Shorts,Lace,pants,Dress,Women Leggings,Hot pants,Women's Fashion,Fashion,beachwear for women,sexy,Women,Skirts,Waist",m,50,Livraison standard,3,0,38,50,151914,4.127921060600077,0,https://www.wish.com/c/53c8f05046188e57778ac77c,0,0,1,960.0,346.0,285.0,97.0,111.0,1,0,0,0,1,0,0,0,1,0,0,0
537,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,2301.0,939.0,572.0,248.0,318.0,0,1,0,0,0,0,0,1,0,1,0,0
538,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,361.0,137.0,117.0,53.0,72.0,0,1,0,0,0,0,0,1,0,1,0,0
539,9.0,85,50,1,4.63,8,0,0,0,0,"Fashion,Yoga,Sleeve,pants,Shorts,T Shirts,summer t-shirts,short sleeves,Outfits,Women's Fashion,gymwear,printed,short sleeve shirt,Sport,Printed T Shirts,Sports Wear,Women",xs,18,Livraison standard,3,0,36,50,54,4.185185185185185,0,https://www.wish.com/c/5eb8f74fad8d1085b5bac034,0,0,1,5.0,3.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1
540,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,16.0,6.0,7.0,4.0,9.0,0,1,0,0,0,0,0,1,0,1,0,0
541,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,1950.0,776.0,428.0,184.0,222.0,0,1,0,0,0,0,0,1,0,1,0,0
542,5.0,75,100,1,3.8,15,0,0,0,0,"sexy bra,Fashion,crop top,Summer,backless top,Tops,vestcasual,tank top,tankcroptop,Women's Fashion,backless,sleeveless tops,sexy,Tank,cropped top,sleeveless,Women",m,50,Livraison standard,2,0,43,50,17612,3.889677492618669,0,https://www.wish.com/c/5e79a719493d722c8e4fcd4d,1,0,0,7.0,3.0,2.0,1.0,2.0,1,0,0,0,1,0,0,0,1,0,0,0
543,6.0,6,5000,0,4.27,901,1,0,1,0,"Summer,Vest,Blouses & Shirts,Women Blouse,Evening Dress,Mini dress,Ladies,beach dress,Fashion,chiffon blouse,sleeveless,Sport,Casual,Women,blouse,Plus Size,Tank,Shirt,Short Sleeve Blouses,Tops,summer dress,Women's Fashion,Print,women dress,feather",xs,50,Livraison standard,2,0,31,50,9486,4.1769976807927485,1,https://www.wish.com/c/5c932eafa1a838592a672364,0,0,1,528.0,197.0,105.0,32.0,39.0,0,0,0,1,1,0,0,0,0,0,0,1
544,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,211.0,107.0,89.0,39.0,65.0,0,1,0,0,0,0,0,1,0,1,0,0
545,8.0,7,5000,0,4.34,719,0,0,0,0,"blouse,Summer,Plus Size,Lace,Women Blouse,lace top,Tops,topsamptshirt,Ladies,T Shirts,solid color,Women's Fashion,Fashion,sexy lace,Women,Summer Fashion,sexy,women top,slim,Casual,Slim Fit",s,1,Livraison standard,2,0,43,50,15348,4.013812874641647,0,https://www.wish.com/c/5afbce54b0708d5b7ca09377,1,0,0,460.0,128.0,71.0,34.0,26.0,0,0,1,0,1,0,0,0,0,0,1,0
546,8.0,59,20000,1,4.03,5929,0,0,0,0,"short sleeves,Fashion,Shirt,Sleeve,Bandage Dresses,Dress,Women's Fashion,V-neck,Pullovers,Casual,T Shirts,Shorts,women shirt,tank top,Skirts,summer shirt",s,15,Livraison standard,3,0,42,50,15006,4.083566573370652,0,https://www.wish.com/c/5a925ede414de21cb29cba9e,0,0,1,3030.0,1257.0,884.0,326.0,432.0,0,0,1,0,1,0,0,0,0,0,1,0
547,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1964.0,1029.0,1167.0,684.0,937.0,0,1,0,0,0,0,0,1,0,1,0,0
548,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,2638.0,851.0,473.0,213.0,246.0,0,1,0,0,0,0,0,1,0,1,0,0
549,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,24.0,10.0,5.0,9.0,9.0,0,1,0,0,0,0,0,1,0,1,0,0
550,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,5.0,6.0,5.0,5.0,4.0,0,1,0,0,0,0,0,1,0,1,0,0
551,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,9.0,8.0,5.0,2.0,3.0,0,1,0,0,0,0,0,1,0,1,0,0
552,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,367.0,122.0,50.0,15.0,24.0,0,1,0,0,0,0,0,1,0,1,0,0
553,11.0,59,100,1,4.33,3,0,0,0,0,"blouse,Tops & Tees,Plus Size,Sleeve,letter print,Summer,Tops,short sleeves,Shorts,Ladies,T Shirts,Fashion,off shoulder,Print,faith,Women's Fashion,Casual,Women Fashion",s,50,Livraison standard,3,0,41,50,38258,3.955434157561817,0,https://www.wish.com/c/5ed0b14ac170044ba20d1b17,0,0,1,2.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0
554,7.0,26,5000,0,4.01,542,0,0,0,0,"blouse,Summer,off shoulder top,Plus Size,Floral print,ruffled,Sleeve,Tops,sexyblouse,short sleeves,Print,Women's Fashion,Shorts,Tops & T-Shirts,Floral,sexy,Fashion",s,50,Livraison standard,2,0,37,50,8242,4.216694976947343,0,https://www.wish.com/c/5cee1ddd050d347f75e6668e,1,0,0,283.0,111.0,69.0,29.0,50.0,0,0,1,0,1,0,0,0,0,0,1,0
555,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
556,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,29.0,10.0,15.0,6.0,11.0,0,1,0,0,0,0,0,1,0,1,0,0
557,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,46.0,24.0,14.0,6.0,8.0,0,1,0,0,0,0,0,1,0,1,0,0
558,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,3.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
559,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,270.0,138.0,157.0,64.0,118.0,0,1,0,0,0,0,0,1,0,1,0,0
560,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,40.0,3.0,3.0,1.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
561,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,91.0,57.0,28.0,17.0,40.0,0,1,0,0,0,0,0,1,0,1,0,0
562,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,3029.0,1251.0,982.0,455.0,643.0,0,1,0,0,0,0,0,1,0,1,0,0
563,11.0,10,20000,0,3.73,8609,0,0,0,0,"Summer,Women's Casual Tops,V-neck,loose t-shirt,Women's Fashion,Sleeveless dress,black,chiffon blouse,crisscrossbackdre,t-shirt dress,women dress,sexy,Women,Casual,sleeveless,Cotton",s,50,Livraison standard,3,0,41,50,32394,3.9246774093968018,0,https://www.wish.com/c/5809ab4aa964b43cbe7b19ef,0,0,1,3624.0,1733.0,1531.0,761.0,960.0,0,0,1,0,1,0,0,0,0,0,1,0
564,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,1328.0,706.0,611.0,377.0,550.0,0,1,0,0,0,0,0,1,0,1,0,0
565,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1891.0,631.0,367.0,99.0,91.0,0,1,0,0,0,0,0,1,0,1,0,0
566,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,7.0,2.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
567,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,7.0,3.0,5.0,1.0,2.0,0,1,0,0,0,0,0,1,0,1,0,0
568,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,5.0,5.0,1.0,2.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
569,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,654.0,178.0,94.0,32.0,38.0,0,1,0,0,0,0,0,1,0,1,0,0
570,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,0.0,0.0,2.0,1.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0
572,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,252.0,76.0,55.0,19.0,37.0,0,1,0,0,0,0,0,1,0,1,0,0
573,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,10.0,5.0,2.0,2.0,2.0,0,1,0,0,0,0,0,1,0,1,0,0
574,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,177.0,58.0,28.0,6.0,8.0,0,1,0,0,1,0,0,0,0,1,0,0
575,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,63.0,33.0,23.0,11.0,19.0,0,1,0,0,0,0,0,1,0,1,0,0
576,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1.0,2.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0
577,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,18.0,11.0,21.0,7.0,25.0,0,1,0,0,0,0,0,1,0,1,0,0
578,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,15.0,8.0,12.0,4.0,10.0,0,1,0,0,0,0,0,1,0,1,0,0
579,5.9,5,5000,0,3.26,531,0,0,0,0,"blouse,Summer,Plus Size,Tops & Blouses,Sleeve,Women's Fashion,Dress,summer dress,short sleeves,Shorts,Casual,beach dress,Party Dress,longblouse,party,women dress,linen dress,Beach,loose dress,T Shirts,casual dress",xs,9,Livraison standard,2,0,20,50,7069,4.055028999858537,0,https://www.wish.com/c/5d0097b7e372cc63e0376a4c,0,0,1,171.0,92.0,91.0,58.0,119.0,0,0,0,1,1,0,0,0,0,0,0,1
580,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,4.0,1.0,1.0,3.0,2.0,0,1,0,0,0,0,0,1,0,1,0,0
581,5.0,5,1000,1,3.77,435,0,0,0,0,"tank top women,Vest,bra top,Necks,vesttank,Women Vest,Tank,Tops,strap,padded,Women's Fashion,sexy,crop top,vneckcamisole",m,50,Livraison standard,1,0,39,50,3883,4.288179242853464,0,https://www.wish.com/c/5cabfcdc32227053f6254ee6,1,0,0,191.0,87.0,69.0,41.0,47.0,1,0,0,0,1,0,0,0,1,0,0,0
582,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,381.0,145.0,144.0,83.0,125.0,0,1,0,0,0,0,0,1,0,1,0,0
583,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,33.0,15.0,10.0,2.0,9.0,0,1,0,0,0,0,0,1,0,1,0,0
584,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1032.0,341.0,185.0,57.0,54.0,0,1,0,0,0,0,0,1,0,1,0,0
585,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,184.0,85.0,85.0,42.0,54.0,0,1,0,0,0,0,0,1,0,1,0,0
586,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,33.0,17.0,15.0,9.0,21.0,0,1,0,0,0,0,0,1,0,1,0,0
587,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,141.0,55.0,32.0,20.0,22.0,0,1,0,0,0,0,0,1,0,1,0,0
588,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,11.0,11.0,7.0,5.0,11.0,0,1,0,0,0,0,0,1,0,1,0,0
589,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0
590,12.0,11,1000,0,4.05,614,0,0,0,0,"Summer,Shorts,pants,Short pants,Slim Fit,summer shorts,skinny jeans,Women's Fashion,Fashion,short-s jeans,sexy,solid color,Denim pants,Jeans,slim,Casual,Women",s,50,Livraison standard,3,0,42,50,45151,4.0329560807069615,0,https://www.wish.com/c/5c19e627b5d6eb585a98b1e7,0,0,1,339.0,114.0,70.0,34.0,57.0,0,0,1,0,1,0,0,0,0,0,1,0
591,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,411.0,158.0,102.0,56.0,48.0,0,1,0,0,0,0,0,1,0,1,0,0
592,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,11.0,3.0,3.0,6.0,5.0,0,1,0,0,0,0,0,1,0,1,0,0
593,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,1228.0,552.0,394.0,165.0,218.0,0,1,0,0,0,0,0,1,0,1,0,0
594,5.0,76,1000,1,3.77,404,1,0,0,1,"women dress,short sleeve dress,Floral print,Summer,Dresses,Evening Dress,Dress,Print,Women's Fashion,Floral,long dress,boho,boho dress,Cocktail Party Dress,summer dresses,Party Dresses,Women,Beach,casual dress",s,1,Livraison standard,2,0,45,50,25093,4.068664567807756,1,https://www.wish.com/c/5d0243123ae5dc7393474e4d,0,0,1,173.0,87.0,68.0,31.0,45.0,0,0,1,0,1,0,0,0,0,0,1,0
595,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,22.0,9.0,6.0,2.0,7.0,0,1,0,0,0,0,0,1,0,1,0,0
596,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,639.0,288.0,173.0,72.0,97.0,0,1,0,0,0,0,0,1,0,1,0,0
597,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0
598,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,1,0,0,163.0,63.0,48.0,21.0,46.0,0,1,0,0,0,0,0,1,0,1,0,0
599,7.0,6,100,0,4.15,27,1,0,0,1,"blouse,Summer,Shorts,letter print,Sleeve,Funny,Short Sleeve Blouses,Tops,short sleeves,Women's Fashion,Fashion,cute,Spring,Cotton,T Shirts,Women",m,50,Livraison standard,2,0,56,50,18529,4.135949052836095,0,https://www.wish.com/c/5c95ca01202e6b700d5c5ee4,0,0,1,16.0,5.0,3.0,0.0,3.0,1,0,0,0,1,0,0,0,1,0,0,0
600,13.0,68,5000,1,3.97,1020,0,0,0,0,"womenpalysuit,Women,Plus Size,Beach,palysuit,Women's Fashion,Women S Clothing,sexy,sleeveless,Body Suit,zippers,Rompers,jumpsuitsforwomen,jumpsuit",m,50,Livraison standard,3,0,38,50,165915,4.256076906849893,0,https://www.wish.com/c/5a98b8cd414de27e9ef44d4a,1,0,0,486.0,239.0,161.0,49.0,85.0,1,0,0,0,1,0,0,0,1,0,0,0
601,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,12.0,5.0,6.0,3.0,3.0,0,1,0,0,0,0,0,1,0,1,0,0
602,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,14.0,3.0,10.0,5.0,13.0,0,1,0,0,0,0,0,1,0,1,0,0
603,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,147.0,57.0,26.0,11.0,13.0,0,1,0,0,0,0,0,1,0,1,0,0
604,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,0,0,1,583.0,189.0,153.0,80.0,111.0,0,1,0,0,1,0,0,0,0,1,0,0
